"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status",Comment,Date,Impressions,"People Reached",Engagements,Shares,Likes,Comments,"60-Second Video Views","3-Second Video Views","Total clicks","Other Clicks","Photo Views","Link Clicks","Article Average Time Spent","Article Daily Scroll Depth"
330345669600039,117451902989043,"Terminal M",,"ထူးခြားဆင်နွှဲ Terminal M ရဲ့ တန်ဆောင်တိုင်ပွဲ

စျေးဝယ်သူများအတွက် လစဉ်လတိုင်း စိတ်ဝင်စားစရာ အစီအစဉ်တွေအမြဲ ပြုလုပ်ပေးနေတဲ့ Terminal M က ဒီတစ်ခါမှာလည်း ထူးခြားတဲ့ အစီအစဉ်ကြီး တစ်ခုအနေနဲ့ တန်ဆောင်တိုင်ပွဲကို ပြုလုပ်ပေးသွားမှာဖြစ်ပါတယ်။

Terminal M ရဲ့ တန်ဆောင်တိုင်ပွဲကို ၂ ရက်တိုင်တိုင် ည ၅နာရီ မှ ည ၈နာရီထိပြုလုပ်သွားမှာဖြစ်ပါတယ်။ ဘာအစီအစဉ်ဖြစ်မလဲဆိုတာကို comment မှာ ခန့်မှန်းရင်း စောင့်မျှော်ပေးကြဖို့ တိုက်တွန်းလိုက်ပါရစေ

M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM",0,"11/05/2023 05:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid0DP6WfYgW1KDALwFSrpPKQbGyzTuU6XfbQaGn6TTwaEnDujLeVQkdCGo9GDsEdAa5l,0,0,Photo,,,,,Lifetime,16094,15075,153,3,144,6,0,0,368,321,47,,0,0
331174359517170,117451902989043,"Terminal M",,"စိတ်ဖိစီးလာတိုင်းဘာလုပ်လေ့ရှိလဲ?

ဒီနေ့က International Stress Awareness Week ရဲ့ နောက်ဆုံးဖြစ်တာကြောင့် ကိုယ့်အနီးနားပတ်ဝန်းကျင်မှာရှိတဲ့ စိတ်ဖိစီးဝေဒနာခံစားသူတွေကို အရင်တစ်ပတ်က မမမိုးပြောတဲ့ နည်းလမ်းတွေအတိုင်း ဖေးမကူညီဖို့ မမေ့ပါနဲ့နော်။ တစ်ပါးသူကို ကူညီဖို့ဆိုရင် ကိုယ့်ကိုယ်ကိုလည်း စိတ်ဖိစီးကင်းဖို့အရေးကြီးတယ်ဆိုတာ မမေ့ဖို့ကိုလည်းမှာချင်ပါတယ်။ 

ဒီတော့ စိတ်ဖိစီးမှုဖြစ်လာတိုင်း ဘာလုပ်လေ့ရှိကြလဲဆိုတာ ပုံထဲကအတိုင်း  emoji လေးတွေနဲ့ပြောခဲ့‌ပေးကြပါဦး.... အကယ်လို့ကိုယ့်ရဲ့ စိတ်ဖိစီးမှုဖြေလျော့နည်းက ပုံမှာ မပါခဲ့ရင် Comment လေးနဲ့ပြောခဲ့လို့ရပါတယ်နော်။ အားလုံးပဲ စိတ်ဖိစီးမှုကင်းတဲ့နေ့ရက်များစွာကို ပိုင်ဆိုင်နိုင်ကြပါစေ...

M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM #InternationalStressAwarenessWeek",0,"11/06/2023 23:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02gUr4X7vmfjh59BYGcVYCJRf6xPjWjqyjJREjwoYgnv5pdYi1znut63CqAUncZ56El,0,0,Photo,,,,,Lifetime,9414,8941,76,1,64,11,0,0,77,60,17,,0,0
331673339467272,117451902989043,"Terminal M",,"ထူးခြားဆင်နွှဲ  ""Terminal M တန်ဆောင်တိုင်ပွဲ""

မြန်မာ့ရိုးရာအငြိမ့်၊ မျက်လှည့်၊ ဆပ်ကပ် အပြင် တခြားသော ရင်ခုန်စိတ်လှုပ်ရှားစရာအစီအစဉ်ပေါင်းများစွာကို တ၀ကြီးကြည့်ရ၊ ပျော်ရမယ့် Terminal M တန်ဆောင်တိုင်ပွဲကို ၂ ရက် တိုင်တိုင် ပြုလုပ်သွားမှာဖြစ်ပါတယ်။

အသေးစိတ် အစီအစဉ်များကတော့ 

၂၅.၁၁.၂၀၂၃ (ပထမရက်) 
✨ ဆပ်ကပ်၊ Neon light dance နဲ့ Fire Show တို့ ဖျော်ဖြေသွားမယ့် ထူးခြားဆန်းပြားတဲ့ တကိုယ်တော် ဆပ်ကပ်ပညာရှင် တောက်တောက်ကျော် - Solo Circus Tout Tout Kyaw
✨ အာရုံတွေဖမ်းစား၊ လှည့်စားနိုင်တဲ့ ပြကွက်များနဲ့ ဖျော်ဖြေသွားမယ့် Magician Joker - Magician Joker
✨ ခေတ်ပေါ်တေးသီချင်းများကို လှပတဲ့ ကကွက်များနဲ့ ဖျော်ဖြေသွားမယ့် Here & Now Dancer အဖွဲ့ - Here & Now Dance Crew
✨ ဗေဒင်စိတ်ဝင်စားသူများအတွက် အနာဂတ်ဟောကိန်းများ အခမဲ့ဟောပေးမယ့် စွန်းဝူခုံး
✨ Terminal M တန်ဆောင်တိုင်ပွဲရောက်အမှတ်တရအနေနဲ့ မျက်နှာမှာဆေးရေးခြယ်နိုင်မယ့်အစီအစဉ်
✨ ကလေးတွေကြိုက်နှစ်သက်မယ့် အရုပ်တွေကို ပူဖောင်း‌အနုပညာ နဲ့ ဖန်တီးပေးမယ့် အစီအစဥ်
✨ MC ကောင်းဇော်ဟိန်း- Kaung Zaw Hein MC နဲ့ အတူပျော်ရွှင်စရာ ဂိမ်းတွေဆော့ပြီး ဆုလက်ဆောင်တွေပြန်ရမယ့် အစီအစဉ် တို့ပဲဖြစ်ပါတယ်။

၂၆.၁၁.၂၀၂၃ (ဒုတိယရက်) 
✨ HTET ARKAR Myanmar Music and Performances ကစီစဉ်တင်ဆက်မည့် ""ဇွဲအငြိမ့်""မှ လူရွှင်တော်များဖြစ်တဲ့ အာလူး၊ ဇောက်ထိုး၊ ဒိုပေါက်၊ ဩဘာ တို့ရဲ့ ရွှင်မြူးဖွယ်ရာ ဟာသပြက်လုံးတွေအပြင် မင်းသမီးချော ဇွဲရတီ၊ သွန်းမုဒြာတို့ရဲ့ လှပတဲ့ ကကွက်များနဲ့ဖျော်ဖြေရေး။
✨ မြူးကြွတဲ့ ရိုးရာမြန်မာသီချင်းများကို အသွင်သစ်နဲ့တစ်ဖန်ပြန်လည်ခံစားနိုင်မယ့် အဆိုတော် စံပယ်ဖြူသိန်း  နဲ့ ဇွဲလရောင် ရဲ့ ဖျော်ဖြေရေး တို့ပဲဖြစ်ပါတယ်။

""Terminal M တန်ဆောင်တိုင်ပွဲ"" ဖျော်ဖြေရေးတွေပွဲခင်းထဲဇိမ်လေးနဲ့၀င်ကြည့်ရှု့ဖို့အတွက်တော့ Terminal M မှာ တစ်ရက်အတွင်း ကျပ်ငါးသောင်း (𝟓𝟎,𝟎𝟎𝟎) ဖိုးဈေးဝယ်ထားတဲ့ 𝐕𝐨𝐮𝐜𝐡𝐞𝐫များကိုပြပြီး information ကောင်တာမှာ ""Terminal M တန်ဆောင်တိုင်ပွဲ"" လက်မှတ်ကို ၉.၁၁.၂၀၂၃ မှ ၂၄.၁၁.၂၀၂၃ အတွင်းလဲလှယ်လို့ရမှာဖြစ်ပါတယ်။ လက်မှတ်အရေအတွက်ကန့်သတ်ထားတာမို့ မြန်မြန်လာရောက်လဲယူဖို့ တိုက်တွန်းချင်ပါတယ်။ ကျန်အစီအစဥ်အသေးစိတ်များကိုလည်း ဆက်လက်ပြီးကြေငြာပေးသွားမှာဖြစ်လို့ Terminal M စာမျက်နှာကို စဥ်ဆက်မပြတ် ကြည့်ရှူပြီး Follow and See First လုပ်ထားပါဦးနော်။ 

‌လိုချင်တာလည်းဝယ်၊ ""Terminal M တန်ဆောင်တိုင်ပွဲ"" ကိုလည်း ဆင်နွှဲနိုင်မယ့် ဒီအခွင့်အရေးကို လက်မလွှတ်ရအောင် အခုပဲ အမြန်ဆုံးဈေးဝယ်လိုက်တော့နော်။ 

M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM 
#TerminalMတန်ဆောင်တိုင်ပွဲ #November2023",0,"11/08/2023 00:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid0DPK9ziYx2FPXrbHs9yhnYDqNkh7HPfNd5HeTZWWB2PxhnjLwFXYF7D5igHKpB5C3l,0,0,Photo,,,,,Lifetime,108774,70898,900,56,762,82,0,0,8701,4027,4640,34,0,0
331788562789083,117451902989043,"Terminal M",,"နိုဝင်ဘာ ၁ရက်မှ ၇ ရက်အတွင်း   Online Register ကတစ်ဆင့် M Club Member ဝင်ကြသူ များထဲမှ ကံထူးရှင်တစ်ဦး 

ဈေးဝယ်သူတိုင်း အခွင့်အရေးတွေ ထပ်ဆင့်ရနိုင်မယ့် Terminal M ရဲ့ M Club Member ဖြစ်ဖို့ Online ကနေလည်း Register လုပ်လို့ရပါတယ်။ ဒီတစ်ပတ်အတွက်  online M Club Member အသစ်တွေထဲကမှ ၁၀,၀၀၀ ကျပ်တန်Gift Voucher နဲ့အတူ  ငွေသားဆု ကျပ်သိန်း ၂၀၀ နဲ့ အထူးဆုကြီး ၄၀၀ ကျော်ကို ကံစမ်းနိုင်မယ့် Lucky Draw ကူပွန်တစ်စောင် ရရှိသွားသူ ကံထူးရှင်တစ်ဦးလည်း ပေါ်ထွက်လာပါပြီ။

 ဒီတစ်ပတ်မှာ အကြောင်းအမျိုးမျိုးကြောင့်  M Club Member မဝင်လိုက်ရသေးဘူးဆိုရင်တော့ အခုပဲ  အောက်က Link ထဲကိုဝင်ပြီး အချက်အလက်တွေဖြည့်ကာ Register လုပ်လိုက်တော့နော်။ Register လုပ်တဲ့ချိန် Remark မှာ Online Registration ဆိုတာကိုရွေးရမှာဖြစ်ပြီး နောက်တစ်ပတ်အတွက် ကံထူးရှင်ကိုတော့ နိုဝင်ဘာ ၁၅ ရက်မှာကြေညာပေးသွားမှာဖြစ်တာမို့ Terminal M Page ကို ဆက်ဆက်စောင့်ကြည့်ဖို့ကိုလည်း မမေ့ကြမို့မှာချင်ပါတယ်။

M Club မှာ Member ဝင်ရန် - https://mclub.terminalmmall.com/signup.php
M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM",0,"11/08/2023 06:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02bqKHkwEzT68JQPv8ye18iwBgwtxSijPyU8iHfnod7S919AAYMToZTPuxuZobwNT9l,0,0,Photo,,,,,Lifetime,11279,10638,64,0,62,2,0,0,181,68,30,83,0,0
332597439374862,117451902989043,"Terminal M",,"Terminal M ဒုတိယထပ်က Paradiso မှာ 10.11.2023 မှ 16.11.2023 ထိပြသမယ့် ရုပ်ရှင်ဇာတ်ကားစာရင်းများ

M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM",0,"11/09/2023 22:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02zYAuchqSjUWHtYeRAKWXW3wmuYzik4SgucdaDhinjfKdr39CRsLvNqN6oksY6epkl,0,0,Photo,,,,,Lifetime,16613,16080,175,9,140,26,0,0,398,197,201,,0,0
332659926035280,117451902989043,"Terminal M","Status update","Terminal M ဈေးဝယ်သူတို့အတွက် Giordano ရဲ့ Up to 50% ထိရမယ့် 11.11 Sale ကို လက်မလွှတ်ရလေအောင် သတင်းကောင်းလေးမျှဝေပေးလိုက်ပါတယ်နော်။",0,"11/10/2023 02:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02zAz3v9n4ni4gNLsvgLih9uD8D6WN5GJkiyRbXoNpSR7reErhCdd1YfgZumm7o6rEl,0,1,Photo,,,,,Lifetime,9182,8692,35,0,30,5,0,0,174,95,16,63,0,0
332754506025822,117451902989043,"Terminal M",,"ကော်ဖီဆန်းဆန်း​လေး​တွေနဲ့ အရသာရှိတဲ့ Toast ​တွေရတဲ့ Terminal M က Thae Lay Coffee

မပြောတာကြာပြီဖြစ်တဲ့ Follow Friday အစီအစဉ်လေးပြန်လာပါပြီ... 
ဒီတစ်ပတ်မှာတော့ Terminal M ကို လာပြီး အပန်း‌ဖြေမယ့် သူငယ်ချင်းတို့အတွက် သွားကိုသွားစားသင့်တဲ့ ဆိုင်လေးတစ်ဆိုင်ကို ညွှန်းပေးချင်ပါတယ်။ အခုပြောပြမယ့်ဆိုင်ကတော့ ဆိုင်နာမည်ကချစ်စရာကောင်းသလို နာမည်န်းတဲ့ ​ကော်ဖီဆန်းဆန်း​လေး​တွေနဲ့ အရသာရှိတဲ့ Toastတွေရနိုင်တဲ့ Thae Lay Coffee ဆိုင်လေးပဲဖြစ်ပါတယ်။ ရရှိတဲ့ အစားအသောက်က ရွေးချယ်စရာအရမ်းများတာဆိုတော့ ဘာရွေးရမှန်းမသိဘူးဆိုရင် နည်းနည်းလေးအကြံပေးချင်ပါတယ်။

❤️ချစ်သူရဲ့ပါးလေးလို နူးညံအိစက်တဲ့ ပေါင်မုန့်လေးကိုမှ ရှာနေတဲ့သူတွေအတွက် Japanese Milk Buns 
❤️သူရဲ့စကားလေးချိုချိုလေးတွေလို ချိုတဲ့အရသာမှ ကြိုက်သူတွေအတွက်ဆို Sweet Toast
❤️ပြင်သစ်စတိုင်လ်ကိုမှ စမ်းကြည့်ချင်တယ်ဆိုသူတွေအတွက် French Toast
❤️ကိုးရီးယားဆန်တာမှ ကိုယ့်ရဲ့ Type ဆိုသူတွေအတွက် Korean Toast Sandwich
❤️ကော်ဖီဒိတ် ဘာညာဆိုသူတွေအတွက်ဆိုရင်တော့ သူ့အကြိုက်ရွေးပေးဖို့ Coffee နဲ့ အချိုရည်အမျိုးပေါင်း ၃၉ မျိုးတောင်ရှိပါတယ်နော်။

စိတ်ဝင်စားသွားပြီဟုတ်.... အကြံပေးခဲ့သလို အရသာကိုစမ်းကြည့်ချင်တယ်ဆိုရင်တော့ Terminal M ရဲ့ မြေညီထပ်မှာရှိတဲ့ Thae Lay Coffee က သူငယ်ချင်းတို့ကို ‌နွေးထွေးစွာနဲ့ကြိုဆိုနေပါတယ်။ ဈေးကလည်းတန် ကွာလတီကလည်းမှန်တဲ့ Thae Lay Coffee ဆိုင်ရဲ့ Menu အသေးစိတ်ကိုသိချင်တယ်၊ ဘာပရိုမိုးရှင်း တွေရှိမလဲဆိုတာ သိချင်တယ်ဆိုရင်တော့ Thae Lay Coffee ရဲ့ Page လေးကို Like & Follow လုပ်ထားဖို့မမေ့နဲ့နော်။ 

Thae Lay Coffee Facebook Page - https://www.facebook.com/ThaeLayCoffee

M Club မှာ ဈေး၀ယ်ပွိုင့်စု ဆုတွေခုချက်ချင်းယူကြမယ်။
#TerminalMLeisureMall #ShopEatEnjoy #AlwaysGoodatTerminalM 
#Thaelaycoffee #JapaneseMilkBuns #SweetToast #FrenchToast #KoreanToastSandwich #Coffee #Drink",0,"11/10/2023 06:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid0aCjwieYKv79ourD1RT6vmpcg3Fh9ryKFY1Y9BVFo1Uxuc9AEzymtrjNRaBKFFNqdl,0,0,Photo,,,,,Lifetime,8200,7753,41,4,33,4,0,0,77,42,35,,0,0
333599669274639,117451902989043,"Terminal M",,"""မမမိုးပြောပြမယ်""

မင်္ဂလာပါ မောင်လေးညီမလေးတို့ရေ....
ဒီနေ့ခေတ်လို အစစအရာရာ ကုန်ဈေး‌နှုန်းတွေတက်နေတဲ့ခေတ်ကြီးထဲမှာ သူငယ်ချင်းတွေနဲ့ Shopping ထွက်ချင်ပေမယ့် ဘတ်ဂျက်အတွက် သွားသင့်လား၊ မသွားသင့်ဘူးလားဆိုပြီး ‌ပြန်ပြန်တွေးနေရတဲ့အချိန်တွေရှိတယ်ဟုတ်?
မမမိုးလည်းတစ်ခါတစ်လေ ဒီလိုကြုံဖူးပါတယ်.... အဲ့လိုချိန်မျိုးတွေမှာ Terminal M မှာစျေးဝယ်ထွက်ရင် အသုံးချလို့ရတဲ့ မမမိုးလုပ်နေကျ ဘတ်ဂျက်ချွေတာပြီး ဈေးဝယ်ရင်းအပန်းလဲဖြေလို့ရတဲ့နည်းလမ်းလေးတွေကို ချစ်ရတဲ့ ညီလေး၊ ညီမလေးတို့အတွက် မျှဝေပေးမယ်နော်...

🛍️နံပါတ် (၁)  - Shopping မထွက်ခင်စာရင်းလုပ်ပါ
ဒီအချက်က အရေးကြီးဆုံးပါပဲ... မော်လ်ဆိုတာက လိုချင်တာတွေအကုန်ရှိတာဆိုတော့ စိတ်ထဲမှာ ဒီဟာလေးလိုမယ်ထင်တယ်၊ ဟိုဟာလေးလည်းကုန်တော့မှာလို့တွေးပြီး လက်လွန်အောင်ဝယ်မိတတ်ကြတယ်။ ဒါကြောင့် ကိုယ့်မှာဘာပစ္စည်းက တကယ်လိုအပ်နေလဲ ဆိုတာ အိမ်ကတည်းက ကြိုတင်စာရင်းလုပ်သွားဖို့လိုပါတယ်။

🛍️နံပါတ် (၂) - ပရိုးမိုးရှင်းတွေကို နှစ်ခါပြန်လေ့လာပါ
ဘာလို့လည်းဆိုတော့ ကိုယ့် Shopping List ထဲက လိုတဲ့ပစ္စည်းက ကိုယ်ဝယ်တဲ့ဆိုင်မှာ ပရိုမိုးရှင်းမရှိဘဲ တခြားဆိုင်မှာ ပရိုးမိုးရှင်းချနေတာကို နောက်မှသိလိုက်တာမျိုးမဖြစ်ရအောင် ပရိုမိုးရှင်းတွေအကြောင်းကို နှစ်ခါပြန် လေ့လာဖို့လိုပါတယ်။ Terminal M မှာရှိတဲ့ ဆိုင်ခန်းတွေရဲ့ ပရိုးမိုးရှင်း အကြောင်းကိုသိချင်ရင်တော့ Terminal M Viber Community ကနေ Terminal M Mall Guide ကို ဒေါင်းလုတ် လုပ်ပြီးလေ့လာလို့ရပါတယ်။ Terminal M Viber Community ကိုဘယ်ကရှာရမလဲဆိုတာ မဖြစ်ရအောင် အောက်မှာ Link နဲ့ဖော်ပြပေးထားပါမယ်နော်။

🛍️နံပါတ် (၃) - Loyalty Program မှာ မန်ဘာဝင်ထားပါ
Loyalty Program ဆိုတာကတော့ Terminal M ရဲ့ M Club လိုအစီအစဉ်မျိုးကိုပြောတာပါ။ ဒီလို Program မှာ မန်ဘာဝင်လိုက်ခြင်းအားဖြင့် လက်ဆောင်တွေပြန်ရတာမျိုး၊ ကံစမ်းမဲတွေနှိုက်လို့ရတာမျိုး နဲ့ အထူးအစီအစဉ်တွေမှာပါဝင်ခွင့်ရှိတာမျိုး စတဲ့အကျိုးခံစားခွင့်တွေရှိနေတာဆိုတော့ စျေးဝယ်ရင်းအခွင့်အရေးတွေရနိုင်တာပေါ့။

🛍️နံပါတ် (၄) -  ‌Information Counter က ကြေငြာချက်တွေကိုနားထောင်ပါ
‌Terminal M  ရဲ့ information counter ကနေလည်း ​Mal​l မှာပြုလုပ်နေတဲ့ မန်ဘာ Program အကြောင်းတွေ၊ ပွဲတွေ၊ စျေးဝယ်ရင်းရရှိနိုင်မယ့်  အကျိုးခံစားခွင့်တွေအပြင်   Terminal M နဲ့ပတ်သက်ပြီးစျေးဝယ်သူတွေသိသင့်သိထိုက်တာတွေကို လဲအမြဲ ပြောပြပေးနေတာဆိုတော့ အချိန်နဲ့တပြေးညီသိရအောင် ဂရုတစိုက်နားထောင်ထားဖ်ို့လိုမယ်နော်။

🛍️နံပါတ် (၅) - Busking သီချင်းတွေနဲ့အပန်းဖြေပါ
ဘတ်ဂျက်ကာလမို့ လိုချင်တာဝယ်ပြီး တန်းပြန်စရာလည်းမလိုပါဘူး.... စိတ်လန်းဆန်းအောင် မော်လ်မှာ ရှိတဲ့ Busking သီချင်းလေးကိုလည်း နားထောင်ရင်း အပန်းဖြေဈေးဝယ်လို့ရတယ်ဆိုတာ မမေ့ပါနဲ့နော်။ ဒါက ပိုက်ဆံပေးစရာမလိုတဲ့ အပန်း‌ဖြေနည်းတစ်မျိုးပါပဲ။

ဒီတော့  ဘယ်ချိန်ပဲဖြစ်ဖြစ် Terminal M မှာ Shopping ထွက် ဘတ်ဂျက်ချွေတာရင်းအပန်းဖြေဖို့ မမမိုးအကြံပေးသလို လိုက်လုပ်ကြည့်ဖို့ မှာချင်ပါတယ်။ နောက်ထပ်လည်း ဒီလိုအကြံဉာဏ်ကောင်းလးတွေကို မျှဝေပေးဖို့ရှိတာမို့ ဆက်ဆက်စောင့်ကြည့်ကြပေးဖို့ပြောရင်း ဒီတစ်ပတ် မမမိုးပြောပြမယ် အစီအစဉ်ကို ဒီမှာပဲရပ်လိုက်ပါမယ်။ နောက်လကျရင် ပြန်တွေ့ကြမယ်။

Terminal M Viber Community  - https://bit.ly/3bFh50F
M Club မှာ Member ဝင်ရန် - https://mclub.terminalmmall.com/signup.php",0,"11/11/2023 22:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02zCWjGzLunYNwyUy2Ub8LHX9aMkABksBYNLptq4Cg8bsu9Ts3iqaNLeLV2NbnUpr1l,0,0,Photo,,,,,Lifetime,5768,5427,26,0,19,7,0,0,28,23,4,1,0,0
334271182540821,117451902989043,"Terminal M",,"အသိပေးကြေညာချက် 

Terminal M Website ကို အရေးပေါ်  ပြန်လည်ပြင်ဆင်‌နေ‌သောကြောင့် အွန်လိုင်းမှတဆင့် M Club မန်ဘာဝင်ရန် လတ်တလောတွင် ပြုလုပ်၍ ရရှိနိုင်မည်မဟုတ်ကြောင်း လေးစားစွာအသိအပ်ပေးပါသည်။ သို့ဖြစ်ရာ အွန်လိုင်း M Club မန်ဘာဝင်အသစ်များထဲမှ ကံထူးရှင်တစ်ဦးကို အပတ်စဥ်ရွေးချယ် ဆုပေးခြင်း အစီအစဉ်ကိုလည်း Terminal M Website ပြင်ဆင်ပြီးချိန်မှပဲ ပြန်လည်ပြုလုပ်သွားမည်ဖြစ်ပြီး ပြန်လည်စတင်မည့်အချိန်ကို ‌ပေ့ချ်တွင် အသိပေးကြေညာပေးသွားမည်ဖြစ်ပါသည်။ကျေးဇူးတင်ပါသည်။",0,"11/13/2023 05:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid028PMqBQq9mWhx9D2gUdqe61A6TzK61B2UQM183D5F1BTNXWcuvjWiVjD5edzyL3ccl,0,0,Photo,,,,,Lifetime,9916,9763,60,1,57,2,0,0,97,67,30,,0,0
334766429157963,117451902989043,"Terminal M",,"""Terminal M တန်ဆောင်တိုင်ပွဲ""အား ‌‌ခေတ္တရွှေ့ဆိုင်းခြင်း

နိုဝင်ဘာလ ၂၅ ရက် နှင့် ၂၆ ရက်တွင် ကျင်းပပြုလုပ်မည့် ""Terminal M တန်ဆောင်တိုင်ပွဲ"" အား အကြောင်းအမျိုးမျိုးကြောင့် ခေတ္တ‌‌ရွှေ့ဆိုင်းလိုက်ပါသည်။  ပွဲပြန်လည်ကျင်းပမည့်ရက်နှင့် အသေးစိတ်အချက်အလက်များကို Terminal M Facebook Page တွင်ပြန်လည်ကြေညာသွားမည်ဖြစ်သောကြောင့် လဲလှယ်ထားပြီးသော လက်မှတ်များကို ဆက်လက်သိမ်းထားဖို့ အသိပေးလိုပါသည်။ အဆင်မပြေမှုများအတွက် အနူးအညွတ်တောင်းပန်အပ်ပါသည်။",0,"11/14/2023 05:11",N/A,https://www.facebook.com/terminalm.ygn/posts/pfbid02eEziN9YjqR1gxD4a2zxBZ7ozsVpN1NZ8Vm31NApHiEPStQ9nPXgxQUnEh1Bwbqmpl,0,0,Photo,,,,,Lifetime,11507,11059,127,5,116,6,0,0,583,524,59,,0,0
